SubmissionNumber,FacilityID,FacilityName,Media,Chemical,Score,ScoreCategory,PoundsReleased,PoundsPT,Population,SubmissionYear
4512821.0,77640CLRKR1801S,PREMCOR REFINING GROUP INC PORT ARTHUR,1.0,"1,2,4-Trimethylbenzene",10.8208,2.0,5797.0,5797.0,361098.0,2018.0
4512821.0,77640CLRKR1801S,PREMCOR REFINING GROUP INC PORT ARTHUR,2.0,"1,2,4-Trimethylbenzene",0.253443,4.0,857.0,857.0,361098.0,2018.0
4512827.0,77640CLRKR1801S,PREMCOR REFINING GROUP INC PORT ARTHUR,2.0,Benzene,1419.66,4.0,9060.0,9060.0,361098.0,2018.0
4512827.0,77640CLRKR1801S,PREMCOR REFINING GROUP INC PORT ARTHUR,1.0,Benzene,10212.4,2.0,9240.0,9240.0,361098.0,2018.0
4512843.0,77640CLRKR1801S,PREMCOR REFINING GROUP INC PORT ARTHUR,2.0,Mercury compounds,0.606745,4.0,9.0,9.0,361098.0,2018.0
4512852.0,77640CLRKR1801S,PREMCOR REFINING GROUP INC PORT ARTHUR,2.0,Polycyclic aromatic compounds,9148.36,4.0,5632.0,5632.0,361098.0,2018.0
4512852.0,77640CLRKR1801S,PREMCOR REFINING GROUP INC PORT ARTHUR,1.0,Polycyclic aromatic compounds,13762.1,2.0,1613.0,1613.0,361098.0,2018.0
4574335.0,77640CLRKR1801S,PREMCOR REFINING GROUP INC PORT ARTHUR,1.0,"1,2,4-Trimethylbenzene",3.9874,2.0,2148.0,2148.0,361900.0,2019.0
4574335.0,77640CLRKR1801S,PREMCOR REFINING GROUP INC PORT ARTHUR,2.0,"1,2,4-Trimethylbenzene",0.229915,4.0,775.0,775.0,361900.0,2019.0
4574341.0,77640CLRKR1801S,PREMCOR REFINING GROUP INC PORT ARTHUR,2.0,Benzene,1431.28,4.0,9107.0,9107.0,361900.0,2019.0
4574341.0,77640CLRKR1801S,PREMCOR REFINING GROUP INC PORT ARTHUR,1.0,Benzene,6744.06,2.0,6128.0,6128.0,361900.0,2019.0
4574357.0,77640CLRKR1801S,PREMCOR REFINING GROUP INC PORT ARTHUR,2.0,Mercury compounds,0.676166,4.0,10.0,10.0,361900.0,2019.0
4574366.0,77640CLRKR1801S,PREMCOR REFINING GROUP INC PORT ARTHUR,1.0,Polycyclic aromatic compounds,47335.0,2.0,5594.0,5594.0,361900.0,2019.0
4574366.0,77640CLRKR1801S,PREMCOR REFINING GROUP INC PORT ARTHUR,2.0,Polycyclic aromatic compounds,9464.25,4.0,5806.0,5806.0,361900.0,2019.0
4686772.0,77640CLRKR1801S,PREMCOR REFINING GROUP INC PORT ARTHUR,2.0,"1,2,4-Trimethylbenzene",0.212782,4.0,715.0,715.0,362702.0,2020.0
4686772.0,77640CLRKR1801S,PREMCOR REFINING GROUP INC PORT ARTHUR,1.0,"1,2,4-Trimethylbenzene",3.54072,2.0,1918.0,1918.0,362702.0,2020.0
4686788.0,77640CLRKR1801S,PREMCOR REFINING GROUP INC PORT ARTHUR,1.0,Benzene,6388.63,2.0,5830.0,5830.0,362702.0,2020.0
4686788.0,77640CLRKR1801S,PREMCOR REFINING GROUP INC PORT ARTHUR,2.0,Benzene,1283.74,4.0,8144.0,8144.0,362702.0,2020.0
4686807.0,77640CLRKR1801S,PREMCOR REFINING GROUP INC PORT ARTHUR,2.0,Mercury compounds,0.542538,4.0,8.0,8.0,362702.0,2020.0
4686815.0,77640CLRKR1801S,PREMCOR REFINING GROUP INC PORT ARTHUR,1.0,Polycyclic aromatic compounds,46707.1,2.0,5566.0,5566.0,362702.0,2020.0
4686815.0,77640CLRKR1801S,PREMCOR REFINING GROUP INC PORT ARTHUR,2.0,Polycyclic aromatic compounds,4174.58,4.0,2552.0,2552.0,362702.0,2020.0
4754735.0,77640CLRKR1801S,PREMCOR REFINING GROUP INC PORT ARTHUR,1.0,"1,2,4-Trimethylbenzene",3.67929,2.0,2003.0,2003.0,364163.0,2021.0
4754735.0,77640CLRKR1801S,PREMCOR REFINING GROUP INC PORT ARTHUR,2.0,"1,2,4-Trimethylbenzene",0.219423,4.0,734.0,734.0,364163.0,2021.0
4754857.0,77640CLRKR1801S,PREMCOR REFINING GROUP INC PORT ARTHUR,1.0,Benzene,6677.7,2.0,6116.0,6116.0,364163.0,2021.0
4754857.0,77640CLRKR1801S,PREMCOR REFINING GROUP INC PORT ARTHUR,2.0,Benzene,1498.49,4.0,9465.0,9465.0,364163.0,2021.0
4754874.0,77640CLRKR1801S,PREMCOR REFINING GROUP INC PORT ARTHUR,2.0,Mercury compounds,0.613018,4.0,9.0,9.0,364163.0,2021.0
4754883.0,77640CLRKR1801S,PREMCOR REFINING GROUP INC PORT ARTHUR,2.0,Polycyclic aromatic compounds,3484.73,4.0,2120.0,2120.0,364163.0,2021.0
4754883.0,77640CLRKR1801S,PREMCOR REFINING GROUP INC PORT ARTHUR,1.0,Polycyclic aromatic compounds,48731.4,2.0,5853.0,5853.0,364163.0,2021.0
4843056.0,77640CLRKR1801S,PREMCOR REFINING GROUP INC PORT ARTHUR,2.0,"1,2,4-Trimethylbenzene",0.306134,4.0,1019.0,1019.0,365832.0,2022.0
4843056.0,77640CLRKR1801S,PREMCOR REFINING GROUP INC PORT ARTHUR,1.0,"1,2,4-Trimethylbenzene",3.0074,2.0,1645.0,1645.0,365832.0,2022.0
4843065.0,77640CLRKR1801S,PREMCOR REFINING GROUP INC PORT ARTHUR,1.0,Benzene,5006.61,2.0,4601.0,4601.0,365832.0,2022.0
4843065.0,77640CLRKR1801S,PREMCOR REFINING GROUP INC PORT ARTHUR,2.0,Benzene,2066.18,4.0,12988.0,12988.0,365832.0,2022.0
4843080.0,77640CLRKR1801S,PREMCOR REFINING GROUP INC PORT ARTHUR,1.0,Mercury compounds,0.0941533,2.0,0.2,0.2,365832.0,2022.0
4843080.0,77640CLRKR1801S,PREMCOR REFINING GROUP INC PORT ARTHUR,2.0,Mercury compounds,0.479093,4.0,7.0,7.0,365832.0,2022.0
4843089.0,77640CLRKR1801S,PREMCOR REFINING GROUP INC PORT ARTHUR,1.0,Polycyclic aromatic compounds,30397.8,2.0,3679.0,3679.0,365832.0,2022.0
4843089.0,77640CLRKR1801S,PREMCOR REFINING GROUP INC PORT ARTHUR,2.0,Polycyclic aromatic compounds,3175.89,4.0,1922.0,1922.0,365832.0,2022.0
4421126.0,58530MLTNR34012,MINNKOTA POWER COOPERATIVE INC. MILTON R. YOUNG STATION,2.0,Polycyclic aromatic compounds,0.271512,4.0,5.0,5.0,119807.0,2017.0
4421132.0,58530MLTNR34012,MINNKOTA POWER COOPERATIVE INC. MILTON R. YOUNG STATION,2.0,Mercury compounds,0.552681,4.0,198.0,198.0,119807.0,2017.0
4421132.0,58530MLTNR34012,MINNKOTA POWER COOPERATIVE INC. MILTON R. YOUNG STATION,1.0,Mercury compounds,0.0126916,2.0,0.7,0.7,119807.0,2017.0
4507356.0,58530MLTNR34012,MINNKOTA POWER COOPERATIVE INC. MILTON R. YOUNG STATION,2.0,Polycyclic aromatic compounds,0.276095,4.0,5.0,5.0,121758.0,2018.0
4507360.0,58530MLTNR34012,MINNKOTA POWER COOPERATIVE INC. MILTON R. YOUNG STATION,2.0,Mercury compounds,0.510764,4.0,180.0,180.0,121758.0,2018.0
4507360.0,58530MLTNR34012,MINNKOTA POWER COOPERATIVE INC. MILTON R. YOUNG STATION,1.0,Mercury compounds,0.000367878,2.0,0.02,0.02,121758.0,2018.0
4600821.0,58530MLTNR34012,MINNKOTA POWER COOPERATIVE INC. MILTON R. YOUNG STATION,2.0,Polycyclic aromatic compounds,0.280678,4.0,5.0,5.0,123709.0,2019.0
4600830.0,58530MLTNR34012,MINNKOTA POWER COOPERATIVE INC. MILTON R. YOUNG STATION,2.0,Mercury compounds,0.504672,4.0,175.0,175.0,123709.0,2019.0
4673479.0,58530MLTNR34012,MINNKOTA POWER COOPERATIVE INC. MILTON R. YOUNG STATION,2.0,Mercury compounds,0.492257,4.0,168.0,168.0,125659.0,2020.0
4673489.0,58530MLTNR34012,MINNKOTA POWER COOPERATIVE INC. MILTON R. YOUNG STATION,2.0,Polycyclic aromatic compounds,0.285261,4.0,5.0,5.0,125659.0,2020.0
4758242.0,58530MLTNR34012,MINNKOTA POWER COOPERATIVE INC. MILTON R. YOUNG STATION,2.0,Mercury compounds,0.483419,4.0,162.0,162.0,127905.0,2021.0
4758250.0,58530MLTNR34012,MINNKOTA POWER COOPERATIVE INC. MILTON R. YOUNG STATION,2.0,Polycyclic aromatic compounds,0.23249,4.0,4.0,4.0,127905.0,2021.0
4821665.0,58530MLTNR34012,MINNKOTA POWER COOPERATIVE INC. MILTON R. YOUNG STATION,2.0,Mercury compounds,0.44983,4.0,148.0,148.0,130204.0,2022.0
4821666.0,58530MLTNR34012,MINNKOTA POWER COOPERATIVE INC. MILTON R. YOUNG STATION,2.0,Polycyclic aromatic compounds,0.236879,4.0,4.0,4.0,130204.0,2022.0
4437454.0,81006PBLCS2005L,PUBLIC SERVICE CO OF COLORADO COMANCHE STATION,1.0,Mercury compounds,0.00445462,2.0,0.023,0.023,174018.0,2017.0
4437454.0,81006PBLCS2005L,PUBLIC SERVICE CO OF COLORADO COMANCHE STATION,2.0,Mercury compounds,0.940168,4.0,70.9,70.9,174018.0,2017.0
4437465.0,81006PBLCS2005L,PUBLIC SERVICE CO OF COLORADO COMANCHE STATION,1.0,Polycyclic aromatic compounds,0.911754,2.0,0.271,0.271,174018.0,2017.0
4437465.0,81006PBLCS2005L,PUBLIC SERVICE CO OF COLORADO COMANCHE STATION,2.0,Polycyclic aromatic compounds,1.29299,4.0,4.0,4.0,174018.0,2017.0
4498210.0,81006PBLCS2005L,PUBLIC SERVICE CO OF COLORADO COMANCHE STATION,1.0,Mercury compounds,0.00463402,2.0,0.0239,0.0239,174934.0,2018.0
4498210.0,81006PBLCS2005L,PUBLIC SERVICE CO OF COLORADO COMANCHE STATION,2.0,Mercury compounds,1.19316,4.0,89.7,89.7,174934.0,2018.0
4498213.0,81006PBLCS2005L,PUBLIC SERVICE CO OF COLORADO COMANCHE STATION,2.0,Polycyclic aromatic compounds,1.37126,4.0,4.23,4.23,174934.0,2018.0
4498213.0,81006PBLCS2005L,PUBLIC SERVICE CO OF COLORADO COMANCHE STATION,1.0,Polycyclic aromatic compounds,0.912101,2.0,0.271,0.271,174934.0,2018.0
4588833.0,81006PBLCS2005L,PUBLIC SERVICE CO OF COLORADO COMANCHE STATION,2.0,Mercury compounds,1.06075,4.0,79.5,79.5,175850.0,2019.0
4588833.0,81006PBLCS2005L,PUBLIC SERVICE CO OF COLORADO COMANCHE STATION,1.0,Mercury compounds,0.00182458,2.0,0.0094,0.0094,175850.0,2019.0
4588835.0,81006PBLCS2005L,PUBLIC SERVICE CO OF COLORADO COMANCHE STATION,1.0,Polycyclic aromatic compounds,0.912449,2.0,0.271,0.271,175850.0,2019.0
4588835.0,81006PBLCS2005L,PUBLIC SERVICE CO OF COLORADO COMANCHE STATION,2.0,Polycyclic aromatic compounds,1.20613,4.0,3.71,3.71,175850.0,2019.0
4679052.0,81006PBLCS2005L,PUBLIC SERVICE CO OF COLORADO COMANCHE STATION,1.0,Mercury compounds,0.00139909,2.0,0.0072,0.0072,176766.0,2020.0
4679052.0,81006PBLCS2005L,PUBLIC SERVICE CO OF COLORADO COMANCHE STATION,2.0,Mercury compounds,0.333259,4.0,24.9,24.9,176766.0,2020.0
4772505.0,81006PBLCS2005L,PUBLIC SERVICE CO OF COLORADO COMANCHE STATION,2.0,Mercury compounds,1.10414,4.0,82.2,82.2,177893.0,2021.0
4772505.0,81006PBLCS2005L,PUBLIC SERVICE CO OF COLORADO COMANCHE STATION,1.0,Mercury compounds,0.00210246,2.0,0.0108,0.0108,177893.0,2021.0
4844784.0,81006PBLCS2005L,PUBLIC SERVICE CO OF COLORADO COMANCHE STATION,2.0,Mercury compounds,0.817146,4.0,60.6,60.6,179099.0,2022.0
4844784.0,81006PBLCS2005L,PUBLIC SERVICE CO OF COLORADO COMANCHE STATION,1.0,Mercury compounds,0.00107316,2.0,0.0055,0.0055,179099.0,2022.0
4466592.0,77536SFTYK2027B,CLEAN HARBORS DEER PARK LLC,2.0,Mercury compounds,52.116,4.0,107.8,107.8,4009370.96942,2017.0
4461725.0,77536SFTYK2027B,CLEAN HARBORS DEER PARK LLC,1.0,"1,2,4-Trimethylbenzene",0.00515392,2.0,1.03,1.03,4009370.96942,2017.0
4461725.0,77536SFTYK2027B,CLEAN HARBORS DEER PARK LLC,2.0,"1,2,4-Trimethylbenzene",0.00622951,4.0,3.13,3.13,4009370.96942,2017.0
4461741.0,77536SFTYK2027B,CLEAN HARBORS DEER PARK LLC,2.0,Benzene,21.239,4.0,18.95,18.95,4009370.96942,2017.0
4461741.0,77536SFTYK2027B,CLEAN HARBORS DEER PARK LLC,1.0,Benzene,1167.41,2.0,318.92,318.92,4009370.96942,2017.0
4461780.0,77536SFTYK2027B,CLEAN HARBORS DEER PARK LLC,2.0,Polycyclic aromatic compounds,2.88231,4.0,0.3,0.3,4009370.96942,2017.0
4469196.0,77536SFTYK2027B,CLEAN HARBORS DEER PARK LLC,2.0,Hexachlorobenzene,2.57819,4.0,0.04,0.04,4009370.96942,2017.0
4469199.0,77536SFTYK2027B,CLEAN HARBORS DEER PARK LLC,2.0,Polychlorinated biphenyls ,29.8646,4.0,2.07,2.07,4009370.96942,2017.0
4540999.0,77536SFTYK2027B,CLEAN HARBORS DEER PARK LLC,2.0,Mercury,37.146,4.0,75.81,75.81,4059595.87401,2018.0
4541007.0,77536SFTYK2027B,CLEAN HARBORS DEER PARK LLC,1.0,Hexachlorobenzene,2.15917,2.0,0.01,0.01,4059595.87401,2018.0
4541007.0,77536SFTYK2027B,CLEAN HARBORS DEER PARK LLC,2.0,Hexachlorobenzene,1.95979,4.0,0.03,0.03,4059595.87401,2018.0
4541010.0,77536SFTYK2027B,CLEAN HARBORS DEER PARK LLC,1.0,"1,2,4-Trimethylbenzene",0.00334083,2.0,0.66,0.66,4059595.87401,2018.0
4541010.0,77536SFTYK2027B,CLEAN HARBORS DEER PARK LLC,2.0,"1,2,4-Trimethylbenzene",0.000443776,4.0,0.22,0.22,4059595.87401,2018.0
4541023.0,77536SFTYK2027B,CLEAN HARBORS DEER PARK LLC,2.0,Benzene,1.43129,4.0,1.26,1.26,4059595.87401,2018.0
4541023.0,77536SFTYK2027B,CLEAN HARBORS DEER PARK LLC,1.0,Benzene,630.404,2.0,170.21,170.21,4059595.87401,2018.0
4541065.0,77536SFTYK2027B,CLEAN HARBORS DEER PARK LLC,1.0,Polychlorinated biphenyls ,184.972,2.0,3.87,3.87,4059595.87401,2018.0
4541065.0,77536SFTYK2027B,CLEAN HARBORS DEER PARK LLC,2.0,Polychlorinated biphenyls ,4.97163,4.0,0.34,0.34,4059595.87401,2018.0
4545470.0,77536SFTYK2027B,CLEAN HARBORS DEER PARK LLC,2.0,Mercury compounds,51.3361,4.0,104.77,104.77,4059595.87401,2018.0
4550772.0,77536SFTYK2027B,CLEAN HARBORS DEER PARK LLC,2.0,Polycyclic aromatic compounds,0.292107,4.0,0.03,0.03,4059595.87401,2018.0
4617181.0,77536SFTYK2027B,CLEAN HARBORS DEER PARK LLC,1.0,"1,2,4-Trimethylbenzene",0.0210429,2.0,4.11,4.11,4109820.77926,2019.0
4617181.0,77536SFTYK2027B,CLEAN HARBORS DEER PARK LLC,2.0,"1,2,4-Trimethylbenzene",0.00169658,4.0,0.83,0.83,4109820.77926,2019.0
4617196.0,77536SFTYK2027B,CLEAN HARBORS DEER PARK LLC,2.0,Benzene,2.38278,4.0,2.07,2.07,4109820.77926,2019.0
4617196.0,77536SFTYK2027B,CLEAN HARBORS DEER PARK LLC,1.0,Benzene,2179.36,2.0,581.65,581.65,4109820.77926,2019.0
4617223.0,77536SFTYK2027B,CLEAN HARBORS DEER PARK LLC,1.0,Hexachlorobenzene,2.18436,2.0,0.01,0.01,4109820.77926,2019.0
4617223.0,77536SFTYK2027B,CLEAN HARBORS DEER PARK LLC,2.0,Hexachlorobenzene,1.98594,4.0,0.03,0.03,4109820.77926,2019.0
4617230.0,77536SFTYK2027B,CLEAN HARBORS DEER PARK LLC,2.0,Mercury compounds,51.6386,4.0,104.0,104.0,4109820.77926,2019.0
4617247.0,77536SFTYK2027B,CLEAN HARBORS DEER PARK LLC,1.0,Polychlorinated biphenyls ,171.173,2.0,3.54,3.54,4109820.77926,2019.0
4617311.0,77536SFTYK2027B,CLEAN HARBORS DEER PARK LLC,2.0,Polycyclic aromatic compounds,0.098661,4.0,0.01,0.01,4109820.77926,2019.0
4617345.0,77536SFTYK2027B,CLEAN HARBORS DEER PARK LLC,1.0,Ethylene oxide,3300.61,2.0,2.2,2.2,4109820.77926,2019.0
4617345.0,77536SFTYK2027B,CLEAN HARBORS DEER PARK LLC,2.0,Ethylene oxide,9.09936,4.0,0.02,0.02,4109820.77926,2019.0
4705274.0,77536SFTYK2027B,CLEAN HARBORS DEER PARK LLC,1.0,"1,2,4-Trimethylbenzene",0.00207119,2.0,0.4,0.4,4160045.6829,2020.0
4705274.0,77536SFTYK2027B,CLEAN HARBORS DEER PARK LLC,2.0,"1,2,4-Trimethylbenzene",0.000621291,4.0,0.3,0.3,4160045.6829,2020.0
4705309.0,77536SFTYK2027B,CLEAN HARBORS DEER PARK LLC,2.0,Benzene,1.86601,4.0,1.6,1.6,4160045.6829,2020.0
4705309.0,77536SFTYK2027B,CLEAN HARBORS DEER PARK LLC,1.0,Benzene,396.439,2.0,104.6,104.6,4160045.6829,2020.0
4705346.0,77536SFTYK2027B,CLEAN HARBORS DEER PARK LLC,2.0,Ethylene oxide,46.0958,4.0,0.1,0.1,4160045.6829,2020.0
4705346.0,77536SFTYK2027B,CLEAN HARBORS DEER PARK LLC,1.0,Ethylene oxide,758.789,2.0,0.5,0.5,4160045.6829,2020.0
4705352.0,77536SFTYK2027B,CLEAN HARBORS DEER PARK LLC,2.0,Hexachlorobenzene,6.70694,4.0,0.1,0.1,4160045.6829,2020.0
4705352.0,77536SFTYK2027B,CLEAN HARBORS DEER PARK LLC,1.0,Hexachlorobenzene,22.0955,2.0,0.1,0.1,4160045.6829,2020.0
4705385.0,77536SFTYK2027B,CLEAN HARBORS DEER PARK LLC,1.0,Polychlorinated biphenyls ,29.3467,2.0,0.6,0.6,4160045.6829,2020.0
4705386.0,77536SFTYK2027B,CLEAN HARBORS DEER PARK LLC,2.0,Polycyclic aromatic compounds,0.999531,4.0,0.1,0.1,4160045.6829,2020.0
4709201.0,77536SFTYK2027B,CLEAN HARBORS DEER PARK LLC,2.0,Mercury compounds,53.5762,4.0,106.5,106.5,4160045.6829,2020.0
4786674.0,77536SFTYK2027B,CLEAN HARBORS DEER PARK LLC,2.0,"1,2,4-Trimethylbenzene",0.000419625,4.0,0.2,0.2,4210845.48813,2021.0
4786674.0,77536SFTYK2027B,CLEAN HARBORS DEER PARK LLC,1.0,"1,2,4-Trimethylbenzene",0.000523656,2.0,0.1,0.1,4210845.48813,2021.0
4786569.0,77536SFTYK2027B,CLEAN HARBORS DEER PARK LLC,1.0,Benzene,164.465,2.0,42.9,42.9,4210845.48813,2021.0
4786569.0,77536SFTYK2027B,CLEAN HARBORS DEER PARK LLC,2.0,Benzene,2.1268,4.0,1.8,1.8,4210845.48813,2021.0
4786594.0,77536SFTYK2027B,CLEAN HARBORS DEER PARK LLC,1.0,Ethylene oxide,7061.29,2.0,4.6,4.6,4210845.48813,2021.0
4786594.0,77536SFTYK2027B,CLEAN HARBORS DEER PARK LLC,2.0,Ethylene oxide,46.7006,4.0,0.1,0.1,4210845.48813,2021.0
4786595.0,77536SFTYK2027B,CLEAN HARBORS DEER PARK LLC,1.0,Polychlorinated biphenyls ,9.89488,2.0,0.2,0.2,4210845.48813,2021.0
4786595.0,77536SFTYK2027B,CLEAN HARBORS DEER PARK LLC,2.0,Polychlorinated biphenyls ,0.43748,4.0,0.0287634,0.0287634,4210845.48813,2021.0
4786615.0,77536SFTYK2027B,CLEAN HARBORS DEER PARK LLC,2.0,Hexachlorobenzene,6.79494,4.0,0.1,0.1,4210845.48813,2021.0
4786615.0,77536SFTYK2027B,CLEAN HARBORS DEER PARK LLC,1.0,Hexachlorobenzene,22.3501,2.0,0.1,0.1,4210845.48813,2021.0
4786619.0,77536SFTYK2027B,CLEAN HARBORS DEER PARK LLC,2.0,Polycyclic aromatic compounds,1.01256,4.0,0.1,0.1,4210845.48813,2021.0
4788031.0,77536SFTYK2027B,CLEAN HARBORS DEER PARK LLC,2.0,Mercury compounds,52.3934,4.0,102.8,102.8,4210845.48813,2021.0
4817530.0,77536SFTYK2027B,CLEAN HARBORS DEER PARK LLC,2.0,Polycyclic aromatic compounds,1.0257,4.0,0.1,0.1,4262049.68694,2022.0
4817533.0,77536SFTYK2027B,CLEAN HARBORS DEER PARK LLC,1.0,"1,2,4-Trimethylbenzene",0.000529573,2.0,0.1,0.1,4262049.68694,2022.0
4817533.0,77536SFTYK2027B,CLEAN HARBORS DEER PARK LLC,2.0,"1,2,4-Trimethylbenzene",0.0004251,4.0,0.2,0.2,4262049.68694,2022.0
4817534.0,77536SFTYK2027B,CLEAN HARBORS DEER PARK LLC,1.0,Polychlorinated biphenyls ,15.013,2.0,0.3,0.3,4262049.68694,2022.0
4817543.0,77536SFTYK2027B,CLEAN HARBORS DEER PARK LLC,2.0,Mercury compounds,53.9552,4.0,104.5,104.5,4262049.68694,2022.0
4817626.0,77536SFTYK2027B,CLEAN HARBORS DEER PARK LLC,1.0,Ethylene oxide,10403.2,2.0,6.7,6.7,4262049.68694,2022.0
4817626.0,77536SFTYK2027B,CLEAN HARBORS DEER PARK LLC,2.0,Ethylene oxide,47.3104,4.0,0.1,0.1,4262049.68694,2022.0
4817645.0,77536SFTYK2027B,CLEAN HARBORS DEER PARK LLC,2.0,Benzene,2.27427,4.0,1.9,1.9,4262049.68694,2022.0
4817645.0,77536SFTYK2027B,CLEAN HARBORS DEER PARK LLC,1.0,Benzene,85.6983,2.0,22.1,22.1,4262049.68694,2022.0
4817652.0,77536SFTYK2027B,CLEAN HARBORS DEER PARK LLC,2.0,Hexachlorobenzene,6.88366,4.0,0.1,0.1,4262049.68694,2022.0
4817652.0,77536SFTYK2027B,CLEAN HARBORS DEER PARK LLC,1.0,Hexachlorobenzene,22.6072,2.0,0.1,0.1,4262049.68694,2022.0
4419738.0,7807WVLRNR31WLE,VALERO ENERGY PARTNERS THREE  RIVERS,2.0,"1,2,4-Trimethylbenzene",0.00543335,4.0,166.0,166.0,38412.6,2017.0
4419738.0,7807WVLRNR31WLE,VALERO ENERGY PARTNERS THREE  RIVERS,1.0,"1,2,4-Trimethylbenzene",0.177486,2.0,577.0,577.0,38412.6,2017.0
4419739.0,7807WVLRNR31WLE,VALERO ENERGY PARTNERS THREE  RIVERS,1.0,Benzene,515.979,2.0,3296.0,3296.0,38412.6,2017.0
4419739.0,7807WVLRNR31WLE,VALERO ENERGY PARTNERS THREE  RIVERS,2.0,Benzene,77.2157,4.0,4323.0,4323.0,38412.6,2017.0
4534624.0,7807WVLRNR31WLE,VALERO ENERGY PARTNERS THREE  RIVERS,1.0,"1,2,4-Trimethylbenzene",0.176582,2.0,582.2,582.2,38204.8,2018.0
4534624.0,7807WVLRNR31WLE,VALERO ENERGY PARTNERS THREE  RIVERS,2.0,"1,2,4-Trimethylbenzene",0.00479223,4.0,148.0,148.0,38204.8,2018.0
4534625.0,7807WVLRNR31WLE,VALERO ENERGY PARTNERS THREE  RIVERS,1.0,Benzene,499.303,2.0,3234.2,3234.2,38204.8,2018.0
4534625.0,7807WVLRNR31WLE,VALERO ENERGY PARTNERS THREE  RIVERS,2.0,Benzene,70.2191,4.0,3972.0,3972.0,38204.8,2018.0
4626535.0,7807WVLRNR31WLE,VALERO ENERGY PARTNERS THREE  RIVERS,1.0,"1,2,4-Trimethylbenzene",0.132098,2.0,441.8,441.8,37997.0,2019.0
4626535.0,7807WVLRNR31WLE,VALERO ENERGY PARTNERS THREE  RIVERS,2.0,"1,2,4-Trimethylbenzene",0.00547694,4.0,171.0,171.0,37997.0,2019.0
4626537.0,7807WVLRNR31WLE,VALERO ENERGY PARTNERS THREE  RIVERS,2.0,Benzene,79.2019,4.0,4527.0,4527.0,37997.0,2019.0
4626537.0,7807WVLRNR31WLE,VALERO ENERGY PARTNERS THREE  RIVERS,1.0,Benzene,165.795,2.0,1089.2,1089.2,37997.0,2019.0
4699288.0,7807WVLRNR31WLE,VALERO ENERGY PARTNERS THREE  RIVERS,1.0,"1,2,4-Trimethylbenzene",0.372913,2.0,1265.4,1265.4,37789.2,2020.0
4699288.0,7807WVLRNR31WLE,VALERO ENERGY PARTNERS THREE  RIVERS,2.0,"1,2,4-Trimethylbenzene",0.00572989,4.0,180.88,180.88,37789.2,2020.0
4699290.0,7807WVLRNR31WLE,VALERO ENERGY PARTNERS THREE  RIVERS,1.0,Benzene,324.773,2.0,2164.4,2164.4,37789.2,2020.0
4699290.0,7807WVLRNR31WLE,VALERO ENERGY PARTNERS THREE  RIVERS,2.0,Benzene,84.2387,4.0,4865.81,4865.81,37789.2,2020.0
4783572.0,7807WVLRNR31WLE,VALERO ENERGY PARTNERS THREE  RIVERS,2.0,"1,2,4-Trimethylbenzene",0.00587317,4.0,185.2,185.2,37932.0,2021.0
4783572.0,7807WVLRNR31WLE,VALERO ENERGY PARTNERS THREE  RIVERS,1.0,"1,2,4-Trimethylbenzene",0.169592,2.0,580.4,580.4,37932.0,2021.0
4783573.0,7807WVLRNR31WLE,VALERO ENERGY PARTNERS THREE  RIVERS,1.0,Benzene,207.018,2.0,1390.8,1390.8,37932.0,2021.0
4783573.0,7807WVLRNR31WLE,VALERO ENERGY PARTNERS THREE  RIVERS,2.0,Benzene,85.7434,4.0,4944.2,4944.2,37932.0,2021.0
4854503.0,7807WVLRNR31WLE,VALERO ENERGY PARTNERS THREE  RIVERS,2.0,"1,2,4-Trimethylbenzene",0.00395379,4.0,124.2,124.2,38137.7,2022.0
4854503.0,7807WVLRNR31WLE,VALERO ENERGY PARTNERS THREE  RIVERS,1.0,"1,2,4-Trimethylbenzene",0.226582,2.0,781.38,781.38,38137.7,2022.0
4854504.0,7807WVLRNR31WLE,VALERO ENERGY PARTNERS THREE  RIVERS,2.0,Benzene,77.6756,4.0,4459.4,4459.4,38137.7,2022.0
4854504.0,7807WVLRNR31WLE,VALERO ENERGY PARTNERS THREE  RIVERS,1.0,Benzene,271.586,2.0,1837.58,1837.58,38137.7,2022.0
4419691.0,78071DMNDS301LE,VALERO THREE RIVERS REFINERY,2.0,Benzene,28.2392,4.0,1581.0,1581.0,38412.6,2017.0
4419691.0,78071DMNDS301LE,VALERO THREE RIVERS REFINERY,1.0,Benzene,1431.7,2.0,9145.52,9145.52,38412.6,2017.0
4419701.0,78071DMNDS301LE,VALERO THREE RIVERS REFINERY,2.0,Mercury compounds,0.00769862,4.0,1.0,1.0,38412.6,2017.0
4419701.0,78071DMNDS301LE,VALERO THREE RIVERS REFINERY,1.0,Mercury compounds,0.0605342,2.0,0.9,0.9,38412.6,2017.0
4419706.0,78071DMNDS301LE,VALERO THREE RIVERS REFINERY,1.0,Polycyclic aromatic compounds,98.878,2.0,52.0,52.0,38412.6,2017.0
4419706.0,78071DMNDS301LE,VALERO THREE RIVERS REFINERY,2.0,Polycyclic aromatic compounds,9.6478,4.0,54.0,54.0,38412.6,2017.0
4419713.0,78071DMNDS301LE,VALERO THREE RIVERS REFINERY,2.0,"1,2,4-Trimethylbenzene",1.30924e-05,4.0,0.4,0.4,38412.6,2017.0
