SubmissionNumber,FacilityID,FacilityName,Media,Chemical,Score,ScoreCategory,PoundsReleased,PoundsPT,Population,SubmissionYear
4392365.0,20794LTSPC7151M,ELITE SPICE INC.,2.0,Ethylene oxide,75004.0,4.0,34.4,34.4,5499575.20594,2017.0
4483174.0,20794LTSPC7151M,ELITE SPICE INC.,2.0,Ethylene oxide,72140.5,4.0,32.8,32.8,5544292.95301,2018.0
4562424.0,20794LTSPC7151M,ELITE SPICE INC.,2.0,Ethylene oxide,90513.2,4.0,40.8,40.8,5589010.69674,2019.0
4637878.0,20794LTSPC7151M,ELITE SPICE INC.,2.0,Ethylene oxide,91738.2,4.0,41.0,41.0,5633728.44231,2020.0
4721278.0,20794LTSPC7151M,ELITE SPICE INC.,2.0,Ethylene oxide,97037.0,4.0,43.0,43.0,5678722.27256,2021.0
4831381.0,20794LTSPC7151M,ELITE SPICE INC.,2.0,Ethylene oxide,89448.7,4.0,39.3,39.3,5724336.75461,2022.0
4831381.0,20794LTSPC7151M,ELITE SPICE INC.,1.0,Ethylene oxide,234059.0,2.0,51.2,51.2,5724336.75461,2022.0
4417798.0,29440WNYHG661ST,WINYAH GENERATING STATION,2.0,Mercury compounds,0.035633,4.0,7.3,7.3,133827.0,2017.0
4417799.0,29440WNYHG661ST,WINYAH GENERATING STATION,2.0,Polycyclic aromatic compounds,0.084729,4.0,0.8,0.8,133827.0,2017.0
4541299.0,29440WNYHG661ST,WINYAH GENERATING STATION,2.0,Mercury compounds,0.0501023,4.0,10.2,10.2,135495.0,2018.0
4541304.0,29440WNYHG661ST,WINYAH GENERATING STATION,2.0,Polycyclic aromatic compounds,0.0956432,4.0,0.9,0.9,135495.0,2018.0
4615618.0,29440WNYHG661ST,WINYAH GENERATING STATION,2.0,Mercury compounds,0.0474504,4.0,9.6,9.6,137163.0,2019.0
4664436.0,29440WNYHG661ST,WINYAH GENERATING STATION,2.0,Mercury compounds,0.0606769,4.0,12.2,12.2,138831.0,2020.0
4757295.0,29440WNYHG661ST,WINYAH GENERATING STATION,2.0,Mercury compounds,0.0767163,4.0,15.3,15.3,140791.0,2021.0
4831734.0,29440WNYHG661ST,WINYAH GENERATING STATION,2.0,Mercury compounds,0.0900633,4.0,17.8,17.8,142897.0,2022.0
4831736.0,29440WNYHG661ST,WINYAH GENERATING STATION,2.0,Polycyclic aromatic compounds,0.173212,4.0,1.6,1.6,142897.0,2022.0
4831736.0,29440WNYHG661ST,WINYAH GENERATING STATION,1.0,Polycyclic aromatic compounds,1403.29,2.0,586.0,586.0,142897.0,2022.0
4400957.0,39567CHVRNPOBOX,CHEVRON PRODUCTS CO PASCAGOULA REFINERY,2.0,"1,2,4-Trimethylbenzene",0.130109,4.0,740.0,740.0,390655.0,2017.0
4400957.0,39567CHVRNPOBOX,CHEVRON PRODUCTS CO PASCAGOULA REFINERY,1.0,"1,2,4-Trimethylbenzene",0.563307,2.0,700.0,700.0,390655.0,2017.0
4400962.0,39567CHVRNPOBOX,CHEVRON PRODUCTS CO PASCAGOULA REFINERY,2.0,Benzene,1121.8,4.0,11000.0,11000.0,390655.0,2017.0
4400962.0,39567CHVRNPOBOX,CHEVRON PRODUCTS CO PASCAGOULA REFINERY,1.0,Benzene,14361.6,2.0,27000.0,27000.0,390655.0,2017.0
4400983.0,39567CHVRNPOBOX,CHEVRON PRODUCTS CO PASCAGOULA REFINERY,2.0,Mercury compounds,0.784241,4.0,17.8,17.8,390655.0,2017.0
4400983.0,39567CHVRNPOBOX,CHEVRON PRODUCTS CO PASCAGOULA REFINERY,1.0,Mercury compounds,0.0232141,2.0,0.1,0.1,390655.0,2017.0
4400993.0,39567CHVRNPOBOX,CHEVRON PRODUCTS CO PASCAGOULA REFINERY,2.0,Polycyclic aromatic compounds,7.60052,4.0,9.1,9.1,390655.0,2017.0
4400993.0,39567CHVRNPOBOX,CHEVRON PRODUCTS CO PASCAGOULA REFINERY,1.0,Polycyclic aromatic compounds,176.282,2.0,51.0,51.0,390655.0,2017.0
4494832.0,39567CHVRNPOBOX,CHEVRON PRODUCTS CO PASCAGOULA REFINERY,2.0,"1,2,4-Trimethylbenzene",0.128153,4.0,730.0,730.0,392422.0,2018.0
4494832.0,39567CHVRNPOBOX,CHEVRON PRODUCTS CO PASCAGOULA REFINERY,1.0,"1,2,4-Trimethylbenzene",0.561613,2.0,700.0,700.0,392422.0,2018.0
4494837.0,39567CHVRNPOBOX,CHEVRON PRODUCTS CO PASCAGOULA REFINERY,1.0,Benzene,14321.3,2.0,27000.0,27000.0,392422.0,2018.0
4494837.0,39567CHVRNPOBOX,CHEVRON PRODUCTS CO PASCAGOULA REFINERY,2.0,Benzene,1019.09,4.0,10000.0,10000.0,392422.0,2018.0
4494860.0,39567CHVRNPOBOX,CHEVRON PRODUCTS CO PASCAGOULA REFINERY,2.0,Mercury compounds,0.80572,4.0,18.3,18.3,392422.0,2018.0
4494860.0,39567CHVRNPOBOX,CHEVRON PRODUCTS CO PASCAGOULA REFINERY,1.0,Mercury compounds,0.02315,2.0,0.1,0.1,392422.0,2018.0
4494870.0,39567CHVRNPOBOX,CHEVRON PRODUCTS CO PASCAGOULA REFINERY,2.0,Polycyclic aromatic compounds,5.2449,4.0,6.3,6.3,392422.0,2018.0
4494870.0,39567CHVRNPOBOX,CHEVRON PRODUCTS CO PASCAGOULA REFINERY,1.0,Polycyclic aromatic compounds,164.881,2.0,47.8,47.8,392422.0,2018.0
4584526.0,39567CHVRNPOBOX,CHEVRON PRODUCTS CO PASCAGOULA REFINERY,2.0,Mercury compounds,0.774371,4.0,17.6,17.6,394189.0,2019.0
4584526.0,39567CHVRNPOBOX,CHEVRON PRODUCTS CO PASCAGOULA REFINERY,1.0,Mercury compounds,0.0230859,2.0,0.1,0.1,394189.0,2019.0
4584529.0,39567CHVRNPOBOX,CHEVRON PRODUCTS CO PASCAGOULA REFINERY,2.0,Benzene,1120.2,4.0,11000.0,11000.0,394189.0,2019.0
4584529.0,39567CHVRNPOBOX,CHEVRON PRODUCTS CO PASCAGOULA REFINERY,1.0,Benzene,12694.3,2.0,24000.0,24000.0,394189.0,2019.0
4584534.0,39567CHVRNPOBOX,CHEVRON PRODUCTS CO PASCAGOULA REFINERY,1.0,Polycyclic aromatic compounds,119.791,2.0,34.8,34.8,394189.0,2019.0
4584534.0,39567CHVRNPOBOX,CHEVRON PRODUCTS CO PASCAGOULA REFINERY,2.0,Polycyclic aromatic compounds,4.14912,4.0,5.0,5.0,394189.0,2019.0
4584542.0,39567CHVRNPOBOX,CHEVRON PRODUCTS CO PASCAGOULA REFINERY,2.0,"1,2,4-Trimethylbenzene",0.140224,4.0,800.0,800.0,394189.0,2019.0
4584542.0,39567CHVRNPOBOX,CHEVRON PRODUCTS CO PASCAGOULA REFINERY,1.0,"1,2,4-Trimethylbenzene",2.31967,2.0,2900.0,2900.0,394189.0,2019.0
4665041.0,39567CHVRNPOBOX,CHEVRON PRODUCTS CO PASCAGOULA REFINERY,2.0,"1,2,4-Trimethylbenzene",0.0997545,4.0,570.0,570.0,395956.0,2020.0
4665041.0,39567CHVRNPOBOX,CHEVRON PRODUCTS CO PASCAGOULA REFINERY,1.0,"1,2,4-Trimethylbenzene",1.51519,2.0,1900.0,1900.0,395956.0,2020.0
4665046.0,39567CHVRNPOBOX,CHEVRON PRODUCTS CO PASCAGOULA REFINERY,2.0,Benzene,1322.92,4.0,13000.0,13000.0,395956.0,2020.0
4665046.0,39567CHVRNPOBOX,CHEVRON PRODUCTS CO PASCAGOULA REFINERY,1.0,Benzene,12658.5,2.0,24000.0,24000.0,395956.0,2020.0
4665068.0,39567CHVRNPOBOX,CHEVRON PRODUCTS CO PASCAGOULA REFINERY,2.0,Mercury compounds,0.690302,4.0,15.7,15.7,395956.0,2020.0
4665068.0,39567CHVRNPOBOX,CHEVRON PRODUCTS CO PASCAGOULA REFINERY,1.0,Mercury compounds,0.0230218,2.0,0.1,0.1,395956.0,2020.0
4665075.0,39567CHVRNPOBOX,CHEVRON PRODUCTS CO PASCAGOULA REFINERY,1.0,Polycyclic aromatic compounds,144.277,2.0,42.0,42.0,395956.0,2020.0
4665075.0,39567CHVRNPOBOX,CHEVRON PRODUCTS CO PASCAGOULA REFINERY,2.0,Polycyclic aromatic compounds,3.47392,4.0,4.2,4.2,395956.0,2020.0
4735259.0,39567CHVRNPOBOX,CHEVRON PRODUCTS CO PASCAGOULA REFINERY,1.0,Benzene,13151.8,2.0,25000.0,25000.0,397873.0,2021.0
4735259.0,39567CHVRNPOBOX,CHEVRON PRODUCTS CO PASCAGOULA REFINERY,2.0,Benzene,1322.57,4.0,13000.0,13000.0,397873.0,2021.0
4735440.0,39567CHVRNPOBOX,CHEVRON PRODUCTS CO PASCAGOULA REFINERY,2.0,Polycyclic aromatic compounds,3.87649,4.0,4.7,4.7,397873.0,2021.0
4735440.0,39567CHVRNPOBOX,CHEVRON PRODUCTS CO PASCAGOULA REFINERY,1.0,Polycyclic aromatic compounds,144.339,2.0,42.1,42.1,397873.0,2021.0
4735450.0,39567CHVRNPOBOX,CHEVRON PRODUCTS CO PASCAGOULA REFINERY,1.0,Mercury compounds,0.0229634,2.0,0.1,0.1,397873.0,2021.0
4735450.0,39567CHVRNPOBOX,CHEVRON PRODUCTS CO PASCAGOULA REFINERY,2.0,Mercury compounds,0.74729,4.0,17.0,17.0,397873.0,2021.0
4735472.0,39567CHVRNPOBOX,CHEVRON PRODUCTS CO PASCAGOULA REFINERY,2.0,"1,2,4-Trimethylbenzene",0.108385,4.0,620.0,620.0,397873.0,2021.0
4735472.0,39567CHVRNPOBOX,CHEVRON PRODUCTS CO PASCAGOULA REFINERY,1.0,"1,2,4-Trimethylbenzene",1.59038,2.0,2000.0,2000.0,397873.0,2021.0
4835246.0,39567CHVRNPOBOX,CHEVRON PRODUCTS CO PASCAGOULA REFINERY,1.0,"1,2,4-Trimethylbenzene",1.42751,2.0,1800.0,1800.0,399930.0,2022.0
4835246.0,39567CHVRNPOBOX,CHEVRON PRODUCTS CO PASCAGOULA REFINERY,2.0,"1,2,4-Trimethylbenzene",0.0995795,4.0,570.0,570.0,399930.0,2022.0
4835250.0,39567CHVRNPOBOX,CHEVRON PRODUCTS CO PASCAGOULA REFINERY,2.0,Benzene,1221.06,4.0,12000.0,12000.0,399930.0,2022.0
4835250.0,39567CHVRNPOBOX,CHEVRON PRODUCTS CO PASCAGOULA REFINERY,1.0,Benzene,13120.9,2.0,25000.0,25000.0,399930.0,2022.0
4835273.0,39567CHVRNPOBOX,CHEVRON PRODUCTS CO PASCAGOULA REFINERY,1.0,Mercury compounds,3.91774,2.0,17.1,17.1,399930.0,2022.0
4835273.0,39567CHVRNPOBOX,CHEVRON PRODUCTS CO PASCAGOULA REFINERY,2.0,Mercury compounds,0.00439678,4.0,0.1,0.1,399930.0,2022.0
4835283.0,39567CHVRNPOBOX,CHEVRON PRODUCTS CO PASCAGOULA REFINERY,2.0,Polycyclic aromatic compounds,3.8672,4.0,4.7,4.7,399930.0,2022.0
4835283.0,39567CHVRNPOBOX,CHEVRON PRODUCTS CO PASCAGOULA REFINERY,1.0,Polycyclic aromatic compounds,40.7249,2.0,11.9,11.9,399930.0,2022.0
4410993.0,47250CLFTY1335C,CLIFTY CREEK STATION,2.0,Mercury,0.29607,4.0,64.79,64.79,288432.0,2017.0
4410999.0,47250CLFTY1335C,CLIFTY CREEK STATION,2.0,Polycyclic aromatic compounds,0.25605,4.0,3.0,3.0,288432.0,2017.0
4492199.0,47250CLFTY1335C,CLIFTY CREEK STATION,2.0,Mercury,0.132893,4.0,29.0,29.0,290192.0,2018.0
4492201.0,47250CLFTY1335C,CLIFTY CREEK STATION,2.0,Polycyclic aromatic compounds,0.211187,4.0,2.47,2.47,290192.0,2018.0
4557378.0,47250CLFTY1335C,CLIFTY CREEK STATION,2.0,Mercury,0.124074,4.0,27.0,27.0,291953.0,2019.0
4557383.0,47250CLFTY1335C,CLIFTY CREEK STATION,2.0,Polycyclic aromatic compounds,0.187577,4.0,2.19,2.19,291953.0,2019.0
4672301.0,47250CLFTY1335C,CLIFTY CREEK STATION,2.0,Mercury,0.170502,4.0,37.0,37.0,293713.0,2020.0
4672303.0,47250CLFTY1335C,CLIFTY CREEK STATION,2.0,Polycyclic aromatic compounds,0.15616,4.0,1.82,1.82,293713.0,2020.0
4728519.0,47250CLFTY1335C,CLIFTY CREEK STATION,2.0,Mercury,0.157601,4.0,34.0,34.0,296237.0,2021.0
4728521.0,47250CLFTY1335C,CLIFTY CREEK STATION,2.0,Polycyclic aromatic compounds,0.160353,4.0,1.86,1.86,296237.0,2021.0
4815922.0,47250CLFTY1335C,CLIFTY CREEK STATION,2.0,Mercury,0.196119,4.0,42.0,42.0,299168.0,2022.0
4815924.0,47250CLFTY1335C,CLIFTY CREEK STATION,2.0,Polycyclic aromatic compounds,0.260221,4.0,3.0,3.0,299168.0,2022.0
4447558.0,50306RMSTR2345E,TITAN TIRE CORP,2.0,Polycyclic aromatic compounds,0.201535,4.0,0.01,0.01,686014.0,2017.0
4524990.0,50306RMSTR2345E,TITAN TIRE CORP,2.0,Polycyclic aromatic compounds,0.202538,4.0,0.01,0.01,696744.0,2018.0
4586392.0,50306RMSTR2345E,TITAN TIRE CORP,2.0,Polycyclic aromatic compounds,0.203541,4.0,0.01,0.01,707475.0,2019.0
4424326.0,28311KLLYS6650R,THE GOODYEAR TIRE & RUBBER CO FAYETTEVILLE PLANT,2.0,Polycyclic aromatic compounds,19.6696,4.0,2.444,2.444,705502.0,2017.0
4488095.0,28311KLLYS6650R,THE GOODYEAR TIRE & RUBBER CO FAYETTEVILLE PLANT,2.0,Polycyclic aromatic compounds,21.877,4.0,2.7,2.7,711512.0,2018.0
4568554.0,28311KLLYS6650R,THE GOODYEAR TIRE & RUBBER CO FAYETTEVILLE PLANT,2.0,Polycyclic aromatic compounds,22.8398,4.0,2.8,2.8,717522.0,2019.0
4653037.0,28311KLLYS6650R,THE GOODYEAR TIRE & RUBBER CO FAYETTEVILLE PLANT,2.0,Polycyclic aromatic compounds,17.2443,4.0,2.1,2.1,723532.0,2020.0
4738395.0,28311KLLYS6650R,THE GOODYEAR TIRE & RUBBER CO FAYETTEVILLE PLANT,2.0,Polycyclic aromatic compounds,19.0249,4.0,2.3,2.3,730155.0,2021.0
4830159.0,28311KLLYS6650R,THE GOODYEAR TIRE & RUBBER CO FAYETTEVILLE PLANT,2.0,Polycyclic aromatic compounds,23.3436,4.0,2.8,2.8,737260.0,2022.0
4444876.0,40216DPNTL4200C,CHEMOURS LOUISVILLE PLANT,,Polycyclic aromatic compounds,,,,,,2017.0
4845232.0,30080GRFFT2973O,STERIGENICS US LLC-ATLANTA GA FACILITY,2.0,Ethylene oxide,12518.6,4.0,9.0,9.0,4712412.40843,2022.0
4845232.0,30080GRFFT2973O,STERIGENICS US LLC-ATLANTA GA FACILITY,1.0,Ethylene oxide,7897.08,2.0,2.0,2.0,4712412.40843,2022.0
4622540.0,30336STRLZ6005B,STERILIZATION SERVICES OF GEORGIA,2.0,Ethylene oxide,1688298.53603,4.0,1057.0,1057.0,3920315.00304,2019.0
4783459.0,30336STRLZ6005B,STERILIZATION SERVICES OF GEORGIA,2.0,Ethylene oxide,43546.6,4.0,26.65,26.65,4013529.42125,2021.0
4863504.0,30336STRLZ6005B,STERILIZATION SERVICES OF GEORGIA,2.0,Ethylene oxide,69811.1,4.0,42.24,42.24,4060682.12119,2022.0
4783529.0,38109STRLZ2396F,STERILIZATION SERVICES OF TENNESSEE,1.0,Ethylene oxide,62251.4,2.0,44.0,44.0,1229749.97692,2021.0
4783529.0,38109STRLZ2396F,STERILIZATION SERVICES OF TENNESSEE,2.0,Ethylene oxide,1555619.52492,4.0,1446.0,1446.0,1229749.97692,2021.0
4855454.0,38109STRLZ2396F,STERILIZATION SERVICES OF TENNESSEE,2.0,Ethylene oxide,3022286.45088,4.0,2834.77,2834.77,1232973.03254,2022.0
4855454.0,38109STRLZ2396F,STERILIZATION SERVICES OF TENNESSEE,1.0,Ethylene oxide,1290413.1494,2.0,923.0,923.0,1232973.03254,2022.0
4430917.0,23231STRLZ5674E,STERILIZATION SERVICES OF VIRGINIA,2.0,Ethylene oxide,4888108.8528,4.0,7749.0,7749.0,1219863.64702,2017.0
4530883.0,23231STRLZ5674E,STERILIZATION SERVICES OF VIRGINIA,2.0,Ethylene oxide,2221853.0407,4.0,3497.0,3497.0,1232608.85446,2018.0
4578425.0,23231STRLZ5674E,STERILIZATION SERVICES OF VIRGINIA,2.0,Ethylene oxide,2276175.44852,4.0,3557.0,3557.0,1245354.06275,2019.0
4692140.0,23231STRLZ5674E,STERILIZATION SERVICES OF VIRGINIA,2.0,Ethylene oxide,2628789.09661,4.0,4079.0,4079.0,1258099.27044,2020.0
4780957.0,23231STRLZ5674E,STERILIZATION SERVICES OF VIRGINIA,2.0,Ethylene oxide,3166519.49899,4.0,4878.0,4878.0,1271334.13846,2021.0
4780957.0,23231STRLZ5674E,STERILIZATION SERVICES OF VIRGINIA,1.0,Ethylene oxide,212078.0,2.0,147.0,147.0,1271334.13846,2021.0
4847695.0,23231STRLZ5674E,STERILIZATION SERVICES OF VIRGINIA,1.0,Ethylene oxide,4930898.85888,2.0,3394.73,3394.73,1284938.03753,2022.0
4847695.0,23231STRLZ5674E,STERILIZATION SERVICES OF VIRGINIA,2.0,Ethylene oxide,6817940.0432,4.0,10426.07,10426.1,1284938.03753,2022.0
4467847.0,16510MDCLM2205E,COSMED OF PENNSYLVANIA,2.0,Ethylene oxide,20154.0,4.0,43.0,43.0,321644.0,2017.0
4467847.0,16510MDCLM2205E,COSMED OF PENNSYLVANIA,1.0,Ethylene oxide,323724.0,2.0,250.0,250.0,321644.0,2017.0
4538441.0,16510MDCLM2205E,COSMED OF PENNSYLVANIA,2.0,Ethylene oxide,20041.5,4.0,43.0,43.0,320383.0,2018.0
4538441.0,16510MDCLM2205E,COSMED OF PENNSYLVANIA,1.0,Ethylene oxide,321922.0,2.0,250.0,250.0,320383.0,2018.0
4582085.0,16510MDCLM2205E,COSMED OF PENNSYLVANIA,2.0,Ethylene oxide,20656.7,4.0,44.57,44.57,319123.0,2019.0
4582085.0,16510MDCLM2205E,COSMED OF PENNSYLVANIA,1.0,Ethylene oxide,320119.0,2.0,250.0,250.0,319123.0,2019.0
4672349.0,16510MDCLM2205E,COSMED OF PENNSYLVANIA,1.0,Ethylene oxide,318317.0,2.0,250.0,250.0,317863.0,2020.0
4672349.0,16510MDCLM2205E,COSMED OF PENNSYLVANIA,2.0,Ethylene oxide,19696.8,4.0,42.74,42.74,317863.0,2020.0
4783194.0,16510MDCLM2205E,COSMED OF PENNSYLVANIA,1.0,Ethylene oxide,260821.0,2.0,206.0,206.0,317135.0,2021.0
4783194.0,16510MDCLM2205E,COSMED OF PENNSYLVANIA,2.0,Ethylene oxide,16865.5,4.0,36.8,36.8,317135.0,2021.0
4839861.0,16510MDCLM2205E,COSMED OF PENNSYLVANIA,2.0,Ethylene oxide,42389.5,4.0,93.0,93.0,316708.0,2022.0
4839861.0,16510MDCLM2205E,COSMED OF PENNSYLVANIA,1.0,Ethylene oxide,219071.0,2.0,174.0,174.0,316708.0,2022.0
4434187.0,47928PSCYG3300N,DUKE ENERGY INDIANA INC. - CAYUGA GENERATING STATION,2.0,Mercury compounds,0.0882615,4.0,20.0,20.0,193612.0,2017.0
4434198.0,47928PSCYG3300N,DUKE ENERGY INDIANA INC. - CAYUGA GENERATING STATION,2.0,Polycyclic aromatic compounds,0.196032,4.0,2.6,2.6,193612.0,2017.0
4506365.0,47928PSCYG3300N,DUKE ENERGY INDIANA INC. - CAYUGA GENERATING STATION,2.0,Mercury compounds,0.100721,4.0,23.0,23.0,192435.0,2018.0
4506367.0,47928PSCYG3300N,DUKE ENERGY INDIANA INC. - CAYUGA GENERATING STATION,2.0,Polycyclic aromatic compounds,0.246812,4.0,3.3,3.3,192435.0,2018.0
4607739.0,47928PSCYG3300N,DUKE ENERGY INDIANA INC. - CAYUGA GENERATING STATION,2.0,Mercury compounds,0.0955961,4.0,22.0,22.0,191258.0,2019.0
4607764.0,47928PSCYG3300N,DUKE ENERGY INDIANA INC. - CAYUGA GENERATING STATION,2.0,Polycyclic aromatic compounds,0.155791,4.0,2.1,2.1,191258.0,2019.0
4657379.0,47928PSCYG3300N,DUKE ENERGY INDIANA INC. - CAYUGA GENERATING STATION,2.0,Mercury compounds,0.129341,4.0,30.0,30.0,190080.0,2020.0
4657385.0,47928PSCYG3300N,DUKE ENERGY INDIANA INC. - CAYUGA GENERATING STATION,2.0,Polycyclic aromatic compounds,0.183952,4.0,2.5,2.5,190080.0,2020.0
4750234.0,47928PSCYG3300N,DUKE ENERGY INDIANA INC. - CAYUGA GENERATING STATION,2.0,Polycyclic aromatic compounds,0.183483,4.0,2.5,2.5,189731.0,2021.0
4750239.0,47928PSCYG3300N,DUKE ENERGY INDIANA INC. - CAYUGA GENERATING STATION,2.0,Mercury compounds,0.133293,4.0,31.0,31.0,189731.0,2021.0
4842408.0,47928PSCYG3300N,DUKE ENERGY INDIANA INC. - CAYUGA GENERATING STATION,2.0,Mercury compounds,0.137437,4.0,32.0,32.0,189636.0,2022.0
4842430.0,47928PSCYG3300N,DUKE ENERGY INDIANA INC. - CAYUGA GENERATING STATION,2.0,Polycyclic aromatic compounds,0.183331,4.0,2.5,2.5,189636.0,2022.0
4421310.0,28682DKNRG8320E,DUKE ENERGY CAROLINAS LLC - MARSHALL STEAM STATION,2.0,Mercury compounds,3.60057,4.0,48.8,48.8,1619164.80977,2017.0
4421316.0,28682DKNRG8320E,DUKE ENERGY CAROLINAS LLC - MARSHALL STEAM STATION,2.0,Polycyclic aromatic compounds,5.7689,4.0,5.0,5.0,1619164.80977,2017.0
4501603.0,28682DKNRG8320E,DUKE ENERGY CAROLINAS LLC - MARSHALL STEAM STATION,1.0,Mercury compounds,0.0826768,2.0,0.1,0.1,1642700.9332,2018.0
4501603.0,28682DKNRG8320E,DUKE ENERGY CAROLINAS LLC - MARSHALL STEAM STATION,2.0,Mercury compounds,4.34536,4.0,58.0,58.0,1642700.9332,2018.0
4501615.0,28682DKNRG8320E,DUKE ENERGY CAROLINAS LLC - MARSHALL STEAM STATION,2.0,Polycyclic aromatic compounds,5.51091,4.0,4.7,4.7,1642700.9332,2018.0
4589928.0,28682DKNRG8320E,DUKE ENERGY CAROLINAS LLC - MARSHALL STEAM STATION,2.0,Mercury compounds,5.4001,4.0,71.0,71.0,1666237.05626,2019.0
4589928.0,28682DKNRG8320E,DUKE ENERGY CAROLINAS LLC - MARSHALL STEAM STATION,1.0,Mercury compounds,0.0838095,2.0,0.1,0.1,1666237.05626,2019.0
4589954.0,28682DKNRG8320E,DUKE ENERGY CAROLINAS LLC - MARSHALL STEAM STATION,2.0,Polycyclic aromatic compounds,5.24167,4.0,4.4,4.4,1666237.05626,2019.0
4662157.0,28682DKNRG8320E,DUKE ENERGY CAROLINAS LLC - MARSHALL STEAM STATION,2.0,Polycyclic aromatic compounds,3.99314,4.0,3.3,3.3,1689773.18074,2020.0
4662162.0,28682DKNRG8320E,DUKE ENERGY CAROLINAS LLC - MARSHALL STEAM STATION,2.0,Mercury compounds,3.24221,4.0,42.0,42.0,1689773.18074,2020.0
4662162.0,28682DKNRG8320E,DUKE ENERGY CAROLINAS LLC - MARSHALL STEAM STATION,1.0,Mercury compounds,0.0849422,2.0,0.1,0.1,1689773.18074,2020.0
4746050.0,28682DKNRG8320E,DUKE ENERGY CAROLINAS LLC - MARSHALL STEAM STATION,2.0,Mercury compounds,4.54437,4.0,58.0,58.0,1713700.19607,2021.0
4746050.0,28682DKNRG8320E,DUKE ENERGY CAROLINAS LLC - MARSHALL STEAM STATION,1.0,Mercury compounds,0.0861181,2.0,0.1,0.1,1713700.19607,2021.0
4746055.0,28682DKNRG8320E,DUKE ENERGY CAROLINAS LLC - MARSHALL STEAM STATION,2.0,Polycyclic aromatic compounds,5.03924,4.0,4.1,4.1,1713700.19607,2021.0
4849295.0,28682DKNRG8320E,DUKE ENERGY CAROLINAS LLC - MARSHALL STEAM STATION,2.0,Polycyclic aromatic compounds,3.62062,4.0,2.9,2.9,1738090.15178,2022.0
4849313.0,28682DKNRG8320E,DUKE ENERGY CAROLINAS LLC - MARSHALL STEAM STATION,1.0,Mercury compounds,0.0873493,2.0,0.1,0.1,1738090.15178,2022.0
4849313.0,28682DKNRG8320E,DUKE ENERGY CAROLINAS LLC - MARSHALL STEAM STATION,2.0,Mercury compounds,3.10164,4.0,39.0,39.0,1738090.15178,2022.0
4431563.0,43616FRSTN4701B,WALLEYE POWER LLC - BAY SHORE PLANT,2.0,Polycyclic aromatic compounds,0.351528,4.0,0.653,0.653,823754.0,2017.0
4431566.0,43616FRSTN4701B,WALLEYE POWER LLC - BAY SHORE PLANT,2.0,Mercury compounds,0.0131226,4.0,0.551,0.551,823754.0,2017.0
4553556.0,43616FRSTN4701B,WALLEYE POWER LLC - BAY SHORE PLANT,,"1,2,4-Trimethylbenzene",,,,,,2018.0
4553559.0,43616FRSTN4701B,WALLEYE POWER LLC - BAY SHORE PLANT,2.0,Polycyclic aromatic compounds,0.182122,4.0,0.34,0.34,823536.0,2018.0
4613814.0,43616FRSTN4701B,WALLEYE POWER LLC - BAY SHORE PLANT,,"1,2,4-Trimethylbenzene",,,,,,2019.0
4634037.0,43616FRSTN4701B,WALLEYE POWER LLC - BAY SHORE PLANT,2.0,Polycyclic aromatic compounds,0.106596,4.0,0.2,0.2,823318.0,2019.0
4712181.0,43616FRSTN4701B,WALLEYE POWER LLC - BAY SHORE PLANT,,"1,2,4-Trimethylbenzene",,,,,,2020.0
4712185.0,43616FRSTN4701B,WALLEYE POWER LLC - BAY SHORE PLANT,2.0,Polycyclic aromatic compounds,0.180304,4.0,0.34,0.34,823100.0,2020.0
4789656.0,43616FRSTN4701B,WALLEYE POWER LLC - BAY SHORE PLANT,,"1,2,4-Trimethylbenzene",,,,,,2021.0
4789665.0,43616FRSTN4701B,WALLEYE POWER LLC - BAY SHORE PLANT,2.0,Polycyclic aromatic compounds,0.15836,4.0,0.3,0.3,823533.0,2021.0
4856324.0,43616FRSTN4701B,WALLEYE POWER LLC - BAY SHORE PLANT,2.0,Polycyclic aromatic compounds,0.141909,4.0,0.27,0.27,824377.0,2022.0
4425694.0,30120BWNST317CO,BOWEN STEAM ELECTRIC GENERATING PLANT,2.0,Mercury compounds,2.69034,4.0,70.8,70.8,1410533.805,2017.0
4425729.0,30120BWNST317CO,BOWEN STEAM ELECTRIC GENERATING PLANT,2.0,Polycyclic aromatic compounds,3.74946,4.0,7.7,7.7,1410533.805,2017.0
4510228.0,30120BWNST317CO,BOWEN STEAM ELECTRIC GENERATING PLANT,2.0,Polycyclic aromatic compounds,3.68797,4.0,7.5,7.5,1425994.35406,2018.0
4510229.0,30120BWNST317CO,BOWEN STEAM ELECTRIC GENERATING PLANT,2.0,Mercury compounds,2.48248,4.0,64.7,64.7,1425994.35406,2018.0
4586897.0,30120BWNST317CO,BOWEN STEAM ELECTRIC GENERATING PLANT,2.0,Polycyclic aromatic compounds,2.9791,4.0,6.0,6.0,1441454.90293,2019.0
4631078.0,30120BWNST317CO,BOWEN STEAM ELECTRIC GENERATING PLANT,2.0,Mercury compounds,2.3747,4.0,61.3,61.3,1441454.90293,2019.0
4658286.0,30120BWNST317CO,BOWEN STEAM ELECTRIC GENERATING PLANT,2.0,Polycyclic aromatic compounds,2.20574,4.0,4.4,4.4,1456915.45136,2020.0
4658292.0,30120BWNST317CO,BOWEN STEAM ELECTRIC GENERATING PLANT,2.0,Mercury compounds,1.16545,4.0,29.8,29.8,1456915.45136,2020.0
